,filename,fold,target,category,esc10,src_file,take,y
81,2-101676-A-10.wav,2,10,rain,True,101676,A,2
82,2-102852-A-11.wav,2,11,sea_waves,True,102852,A,3
83,2-104952-A-16.wav,2,16,wind,False,104952,A,4
84,2-104952-B-16.wav,2,16,wind,False,104952,B,4
85,2-106014-A-44.wav,2,44,engine,False,106014,A,7
86,2-106015-A-44.wav,2,44,engine,False,106015,A,7
87,2-106015-B-44.wav,2,44,engine,False,106015,B,7
88,2-106019-A-13.wav,2,13,crickets,False,106019,A,1
89,2-106486-A-44.wav,2,44,engine,False,106486,A,7
90,2-106487-A-44.wav,2,44,engine,False,106487,A,7
91,2-107228-A-44.wav,2,44,engine,False,107228,A,7
92,2-107228-B-44.wav,2,44,engine,False,107228,B,7
93,2-108760-A-14.wav,2,14,chirping_birds,False,108760,A,0
94,2-108760-B-14.wav,2,14,chirping_birds,False,108760,B,0
95,2-108761-A-14.wav,2,14,chirping_birds,False,108761,A,0
96,2-109371-A-16.wav,2,16,wind,False,109371,A,4
97,2-109371-B-16.wav,2,16,wind,False,109371,B,4
98,2-109371-C-16.wav,2,16,wind,False,109371,C,4
99,2-109371-D-16.wav,2,16,wind,False,109371,D,4
100,2-109374-A-16.wav,2,16,wind,False,109374,A,4
101,2-110613-A-13.wav,2,13,crickets,False,110613,A,1
102,2-117625-A-10.wav,2,10,rain,True,117625,A,2
103,2-122066-A-45.wav,2,45,train,False,122066,A,9
104,2-122066-B-45.wav,2,45,train,False,122066,B,9
105,2-122067-A-45.wav,2,45,train,False,122067,A,9
106,2-122067-B-45.wav,2,45,train,False,122067,B,9
107,2-122616-A-14.wav,2,14,chirping_birds,False,122616,A,0
108,2-124662-A-11.wav,2,11,sea_waves,True,124662,A,3
109,2-125520-A-43.wav,2,43,car_horn,False,125520,A,5
110,2-125821-A-13.wav,2,13,crickets,False,125821,A,1
111,2-125875-A-13.wav,2,13,crickets,False,125875,A,1
112,2-125966-A-11.wav,2,11,sea_waves,True,125966,A,3
113,2-128465-A-43.wav,2,43,car_horn,False,128465,A,5
114,2-128465-B-43.wav,2,43,car_horn,False,128465,B,5
115,2-132157-A-11.wav,2,11,sea_waves,True,132157,A,3
116,2-132157-B-11.wav,2,11,sea_waves,True,132157,B,3
117,2-133863-A-11.wav,2,11,sea_waves,True,133863,A,3
118,2-135649-A-45.wav,2,45,train,False,135649,A,9
119,2-135649-B-45.wav,2,45,train,False,135649,B,9
120,2-135649-C-45.wav,2,45,train,False,135649,C,9
121,2-137162-A-11.wav,2,11,sea_waves,True,137162,A,3
122,2-138465-A-43.wav,2,43,car_horn,False,138465,A,5
123,2-144137-A-43.wav,2,43,car_horn,False,144137,A,5
124,2-155801-A-11.wav,2,11,sea_waves,True,155801,A,3
125,2-205966-A-16.wav,2,16,wind,False,205966,A,4
126,2-262579-A-45.wav,2,45,train,False,262579,A,9
127,2-42101-A-43.wav,2,43,car_horn,False,42101,A,5
128,2-43802-A-42.wav,2,42,siren,False,43802,A,8
129,2-43806-A-42.wav,2,42,siren,False,43806,A,8
130,2-54086-A-43.wav,2,43,car_horn,False,54086,A,5
131,2-56926-A-46.wav,2,46,church_bells,False,56926,A,6
132,2-57191-A-46.wav,2,46,church_bells,False,57191,A,6
133,2-59565-A-46.wav,2,46,church_bells,False,59565,A,6
134,2-59566-A-46.wav,2,46,church_bells,False,59566,A,6
135,2-61618-A-46.wav,2,46,church_bells,False,61618,A,6
136,2-70052-A-42.wav,2,42,siren,False,70052,A,8
137,2-70052-B-42.wav,2,42,siren,False,70052,B,8
138,2-70936-A-42.wav,2,42,siren,False,70936,A,8
139,2-70938-A-42.wav,2,42,siren,False,70938,A,8
140,2-70939-A-42.wav,2,42,siren,False,70939,A,8
141,2-72547-A-14.wav,2,14,chirping_birds,False,72547,A,0
142,2-72547-B-14.wav,2,14,chirping_birds,False,72547,B,0
143,2-72547-C-14.wav,2,14,chirping_birds,False,72547,C,0
144,2-72547-D-14.wav,2,14,chirping_birds,False,72547,D,0
145,2-72688-A-42.wav,2,42,siren,False,72688,A,8
146,2-72970-A-10.wav,2,10,rain,True,72970,A,2
147,2-73027-A-10.wav,2,10,rain,True,73027,A,2
148,2-73260-A-10.wav,2,10,rain,True,73260,A,2
149,2-77346-A-46.wav,2,46,church_bells,False,77346,A,6
150,2-77347-A-46.wav,2,46,church_bells,False,77347,A,6
151,2-78381-A-46.wav,2,46,church_bells,False,78381,A,6
152,2-78651-A-44.wav,2,44,engine,False,78651,A,7
153,2-80844-A-13.wav,2,13,crickets,False,80844,A,1
154,2-81731-A-10.wav,2,10,rain,True,81731,A,2
155,2-82367-A-10.wav,2,10,rain,True,82367,A,2
156,2-83270-A-13.wav,2,13,crickets,False,83270,A,1
157,2-85139-A-13.wav,2,13,crickets,False,85139,A,1
158,2-87781-A-10.wav,2,10,rain,True,87781,A,2
159,2-96033-A-13.wav,2,13,crickets,False,96033,A,1
160,3-111102-A-46.wav,3,46,church_bells,False,111102,A,6
161,3-111102-B-46.wav,3,46,church_bells,False,111102,B,6
162,3-115382-A-44.wav,3,44,engine,False,115382,A,7
163,3-117504-A-16.wav,3,16,wind,False,117504,A,4
164,3-117504-B-16.wav,3,16,wind,False,117504,B,4
165,3-119455-A-44.wav,3,44,engine,False,119455,A,7
166,3-122110-A-46.wav,3,46,church_bells,False,122110,A,6
167,3-128160-A-44.wav,3,44,engine,False,128160,A,7
168,3-129338-A-13.wav,3,13,crickets,False,129338,A,1
169,3-129678-A-13.wav,3,13,crickets,False,129678,A,1
170,3-132852-A-10.wav,3,10,rain,True,132852,A,2
171,3-134699-A-16.wav,3,16,wind,False,134699,A,4
172,3-134699-B-16.wav,3,16,wind,False,134699,B,4
173,3-134699-C-16.wav,3,16,wind,False,134699,C,4
174,3-134802-A-13.wav,3,13,crickets,False,134802,A,1
175,3-135650-A-45.wav,3,45,train,False,135650,A,9
176,3-135650-B-45.wav,3,45,train,False,135650,B,9
177,3-136451-A-45.wav,3,45,train,False,136451,A,9
178,3-136608-A-16.wav,3,16,wind,False,136608,A,4
179,3-138212-A-45.wav,3,45,train,False,138212,A,9
180,3-139109-A-46.wav,3,46,church_bells,False,139109,A,6
181,3-140774-A-10.wav,3,10,rain,True,140774,A,2
182,3-141240-A-44.wav,3,44,engine,False,141240,A,7
183,3-141240-B-44.wav,3,44,engine,False,141240,B,7
184,3-141559-A-45.wav,3,45,train,False,141559,A,9
185,3-142005-A-10.wav,3,10,rain,True,142005,A,2
186,3-142006-A-10.wav,3,10,rain,True,142006,A,2
187,3-143929-A-10.wav,3,10,rain,True,143929,A,2
188,3-144827-A-11.wav,3,11,sea_waves,True,144827,A,3
189,3-144827-B-11.wav,3,11,sea_waves,True,144827,B,3
190,3-145577-A-43.wav,3,43,car_horn,False,145577,A,5
191,3-146033-A-13.wav,3,13,crickets,False,146033,A,1
192,3-146186-A-44.wav,3,44,engine,False,146186,A,7
193,3-146697-A-43.wav,3,43,car_horn,False,146697,A,5
194,3-153057-A-43.wav,3,43,car_horn,False,153057,A,5
195,3-154758-A-44.wav,3,44,engine,False,154758,A,7
196,3-155130-A-43.wav,3,43,car_horn,False,155130,A,5
197,3-155234-A-43.wav,3,43,car_horn,False,155234,A,5
198,3-155577-A-14.wav,3,14,chirping_birds,False,155577,A,0
199,3-155578-A-14.wav,3,14,chirping_birds,False,155578,A,0
200,3-155579-A-14.wav,3,14,chirping_birds,False,155579,A,0
201,3-155583-A-14.wav,3,14,chirping_birds,False,155583,A,0
202,3-155584-A-14.wav,3,14,chirping_birds,False,155584,A,0
203,3-155642-A-11.wav,3,11,sea_waves,True,155642,A,3
204,3-155642-B-11.wav,3,11,sea_waves,True,155642,B,3
205,3-155766-A-13.wav,3,13,crickets,False,155766,A,1
206,3-156581-A-14.wav,3,14,chirping_birds,False,156581,A,0
207,3-156581-B-14.wav,3,14,chirping_birds,False,156581,B,0
208,3-157149-A-10.wav,3,10,rain,True,157149,A,2
209,3-157487-A-10.wav,3,10,rain,True,157487,A,2
210,3-157492-A-45.wav,3,45,train,False,157492,A,9
211,3-157615-A-10.wav,3,10,rain,True,157615,A,2
212,3-159445-A-45.wav,3,45,train,False,159445,A,9
213,3-159445-B-45.wav,3,45,train,False,159445,B,9
214,3-161010-A-43.wav,3,43,car_horn,False,161010,A,5
215,3-162786-A-13.wav,3,13,crickets,False,162786,A,1
216,3-163607-A-13.wav,3,13,crickets,False,163607,A,1
217,3-163607-B-13.wav,3,13,crickets,False,163607,B,1
218,3-164120-A-11.wav,3,11,sea_waves,True,164120,A,3
219,3-164630-A-11.wav,3,11,sea_waves,True,164630,A,3
220,3-166422-A-11.wav,3,11,sea_waves,True,166422,A,3
221,3-174840-A-43.wav,3,43,car_horn,False,174840,A,5
222,3-181132-A-14.wav,3,14,chirping_birds,False,181132,A,0
223,3-187710-A-11.wav,3,11,sea_waves,True,187710,A,3
224,3-243726-A-43.wav,3,43,car_horn,False,243726,A,5
225,3-246513-A-16.wav,3,16,wind,False,246513,A,4
226,3-246513-B-16.wav,3,16,wind,False,246513,B,4
227,3-259622-A-44.wav,3,44,engine,False,259622,A,7
228,3-51376-A-42.wav,3,42,siren,False,51376,A,8
229,3-51731-A-42.wav,3,42,siren,False,51731,A,8
230,3-51731-B-42.wav,3,42,siren,False,51731,B,8
231,3-51909-A-42.wav,3,42,siren,False,51909,A,8
232,3-51909-B-42.wav,3,42,siren,False,51909,B,8
233,3-58772-A-42.wav,3,42,siren,False,58772,A,8
234,3-62878-A-42.wav,3,42,siren,False,62878,A,8
235,3-62878-B-42.wav,3,42,siren,False,62878,B,8
236,3-87936-A-46.wav,3,46,church_bells,False,87936,A,6
237,3-87936-B-46.wav,3,46,church_bells,False,87936,B,6
238,3-98193-A-46.wav,3,46,church_bells,False,98193,A,6
239,3-98869-A-46.wav,3,46,church_bells,False,98869,A,6
240,4-102871-A-42.wav,4,42,siren,False,102871,A,8
241,4-111671-A-42.wav,4,42,siren,False,111671,A,8
242,4-111671-B-42.wav,4,42,siren,False,111671,B,8
243,4-121532-A-42.wav,4,42,siren,False,121532,A,8
244,4-125825-A-46.wav,4,46,church_bells,False,125825,A,6
245,4-125825-B-46.wav,4,46,church_bells,False,125825,B,6
246,4-140034-A-46.wav,4,46,church_bells,False,140034,A,6
247,4-144083-A-16.wav,4,16,wind,False,144083,A,4
248,4-144083-B-16.wav,4,16,wind,False,144083,B,4
249,4-144083-C-16.wav,4,16,wind,False,144083,C,4
250,4-144085-A-16.wav,4,16,wind,False,144085,A,4
251,4-147657-A-46.wav,4,46,church_bells,False,147657,A,6
252,4-147658-A-46.wav,4,46,church_bells,False,147658,A,6
253,4-150364-A-46.wav,4,46,church_bells,False,150364,A,6
254,4-150364-B-46.wav,4,46,church_bells,False,150364,B,6
255,4-156827-A-46.wav,4,46,church_bells,False,156827,A,6
256,4-159609-A-14.wav,4,14,chirping_birds,False,159609,A,0
257,4-159609-B-14.wav,4,14,chirping_birds,False,159609,B,0
258,4-160999-A-10.wav,4,10,rain,True,160999,A,2
259,4-161127-A-10.wav,4,10,rain,True,161127,A,2
260,4-163264-A-10.wav,4,10,rain,True,163264,A,2
261,4-163606-A-16.wav,4,16,wind,False,163606,A,4
262,4-163608-B-16.wav,4,16,wind,False,163608,B,4
263,4-163609-A-16.wav,4,16,wind,False,163609,A,4
264,4-163609-B-16.wav,4,16,wind,False,163609,B,4
265,4-163697-A-13.wav,4,13,crickets,False,163697,A,1
266,4-164206-A-10.wav,4,10,rain,True,164206,A,2
267,4-165606-A-45.wav,4,45,train,False,165606,A,9
268,4-165791-A-45.wav,4,45,train,False,165791,A,9
269,4-165791-B-45.wav,4,45,train,False,165791,B,9
270,4-165845-A-45.wav,4,45,train,False,165845,A,9
271,4-165845-B-45.wav,4,45,train,False,165845,B,9
272,4-165933-A-45.wav,4,45,train,False,165933,A,9
273,4-166661-A-10.wav,4,10,rain,True,166661,A,2
274,4-167063-A-11.wav,4,11,sea_waves,True,167063,A,3
275,4-167063-B-11.wav,4,11,sea_waves,True,167063,B,3
276,4-167063-C-11.wav,4,11,sea_waves,True,167063,C,3
277,4-168446-A-45.wav,4,45,train,False,168446,A,9
278,4-171652-A-44.wav,4,44,engine,False,171652,A,7
279,4-171823-A-13.wav,4,13,crickets,False,171823,A,1
280,4-172143-A-13.wav,4,13,crickets,False,172143,A,1
281,4-175845-A-43.wav,4,43,car_horn,False,175845,A,5
282,4-175846-A-43.wav,4,43,car_horn,False,175846,A,5
283,4-175855-A-43.wav,4,43,car_horn,False,175855,A,5
284,4-175856-A-43.wav,4,43,car_horn,False,175856,A,5
285,4-176631-A-43.wav,4,43,car_horn,False,176631,A,5
286,4-176638-A-43.wav,4,43,car_horn,False,176638,A,5
287,4-177250-A-10.wav,4,10,rain,True,177250,A,2
288,4-178402-A-43.wav,4,43,car_horn,False,178402,A,5
289,4-178881-A-45.wav,4,45,train,False,178881,A,9
290,4-180380-A-10.wav,4,10,rain,True,180380,A,2
291,4-181286-A-10.wav,4,10,rain,True,181286,A,2
292,4-181362-A-13.wav,4,13,crickets,False,181362,A,1
293,4-182613-A-11.wav,4,11,sea_waves,True,182613,A,3
294,4-182613-B-11.wav,4,11,sea_waves,True,182613,B,3
295,4-182795-A-14.wav,4,14,chirping_birds,False,182795,A,0
296,4-186935-A-44.wav,4,44,engine,False,186935,A,7
297,4-186936-A-44.wav,4,44,engine,False,186936,A,7
298,4-186938-A-44.wav,4,44,engine,False,186938,A,7
299,4-186940-A-44.wav,4,44,engine,False,186940,A,7
300,4-186962-A-44.wav,4,44,engine,False,186962,A,7
301,4-187769-A-14.wav,4,14,chirping_birds,False,187769,A,0
302,4-187769-B-14.wav,4,14,chirping_birds,False,187769,B,0
303,4-191015-A-43.wav,4,43,car_horn,False,191015,A,5
304,4-194246-A-13.wav,4,13,crickets,False,194246,A,1
305,4-195451-A-44.wav,4,44,engine,False,195451,A,7
306,4-195497-A-11.wav,4,11,sea_waves,True,195497,A,3
307,4-195497-B-11.wav,4,11,sea_waves,True,195497,B,3
308,4-195707-A-13.wav,4,13,crickets,False,195707,A,1
309,4-195805-A-13.wav,4,13,crickets,False,195805,A,1
310,4-201988-A-44.wav,4,44,engine,False,201988,A,7
311,4-202749-A-13.wav,4,13,crickets,False,202749,A,1
312,4-204618-A-11.wav,4,11,sea_waves,True,204618,A,3
313,4-216211-A-14.wav,4,14,chirping_birds,False,216211,A,0
314,4-223125-A-14.wav,4,14,chirping_birds,False,223125,A,0
315,4-223127-A-14.wav,4,14,chirping_birds,False,223127,A,0
316,4-67358-A-42.wav,4,42,siren,False,67358,A,8
317,4-80761-A-42.wav,4,42,siren,False,80761,A,8
318,4-90014-A-42.wav,4,42,siren,False,90014,A,8
319,4-90014-B-42.wav,4,42,siren,False,90014,B,8
320,5-117118-A-42.wav,5,42,siren,False,117118,A,8
321,5-117120-A-42.wav,5,42,siren,False,117120,A,8
322,5-117122-A-42.wav,5,42,siren,False,117122,A,8
323,5-117773-A-16.wav,5,16,wind,False,117773,A,4
324,5-133989-A-42.wav,5,42,siren,False,133989,A,8
325,5-133989-B-42.wav,5,42,siren,False,133989,B,8
326,5-150409-A-42.wav,5,42,siren,False,150409,A,8
327,5-157204-A-16.wav,5,16,wind,False,157204,A,4
328,5-157204-B-16.wav,5,16,wind,False,157204,B,4
329,5-160551-A-42.wav,5,42,siren,False,160551,A,8
330,5-179294-A-46.wav,5,46,church_bells,False,179294,A,6
331,5-179496-A-16.wav,5,16,wind,False,179496,A,4
332,5-179496-B-16.wav,5,16,wind,False,179496,B,4
333,5-179860-A-43.wav,5,43,car_horn,False,179860,A,5
334,5-179863-A-43.wav,5,43,car_horn,False,179863,A,5
335,5-179865-A-43.wav,5,43,car_horn,False,179865,A,5
336,5-179866-A-43.wav,5,43,car_horn,False,179866,A,5
337,5-179868-A-43.wav,5,43,car_horn,False,179868,A,5
338,5-180156-A-43.wav,5,43,car_horn,False,180156,A,5
339,5-180156-B-43.wav,5,43,car_horn,False,180156,B,5
340,5-180156-C-43.wav,5,43,car_horn,False,180156,C,5
341,5-181766-A-10.wav,5,10,rain,True,181766,A,2
342,5-184323-A-42.wav,5,42,siren,False,184323,A,8
343,5-188655-A-10.wav,5,10,rain,True,188655,A,2
344,5-188716-A-46.wav,5,46,church_bells,False,188716,A,6
345,5-188796-A-45.wav,5,45,train,False,188796,A,9
346,5-188945-A-45.wav,5,45,train,False,188945,A,9
347,5-193339-A-10.wav,5,10,rain,True,193339,A,2
348,5-194892-A-10.wav,5,10,rain,True,194892,A,2
349,5-195710-A-10.wav,5,10,rain,True,195710,A,2
350,5-197118-A-45.wav,5,45,train,False,197118,A,9
351,5-197121-A-45.wav,5,45,train,False,197121,A,9
352,5-197121-B-45.wav,5,45,train,False,197121,B,9
353,5-197988-A-46.wav,5,46,church_bells,False,197988,A,6
354,5-198321-A-10.wav,5,10,rain,True,198321,A,2
355,5-198373-A-46.wav,5,46,church_bells,False,198373,A,6
356,5-198600-A-45.wav,5,45,train,False,198600,A,9
357,5-199284-A-45.wav,5,45,train,False,199284,A,9
358,5-199284-B-45.wav,5,45,train,False,199284,B,9
359,5-200461-A-11.wav,5,11,sea_waves,True,200461,A,3
360,5-200461-B-11.wav,5,11,sea_waves,True,200461,B,3
361,5-201170-A-46.wav,5,46,church_bells,False,201170,A,6
362,5-201172-A-46.wav,5,46,church_bells,False,201172,A,6
363,5-202898-A-10.wav,5,10,rain,True,202898,A,2
364,5-203739-A-10.wav,5,10,rain,True,203739,A,2
365,5-204352-A-13.wav,5,13,crickets,False,204352,A,1
366,5-204352-B-13.wav,5,13,crickets,False,204352,B,1
367,5-204741-A-46.wav,5,46,church_bells,False,204741,A,6
368,5-208810-A-11.wav,5,11,sea_waves,True,208810,A,3
369,5-208810-B-11.wav,5,11,sea_waves,True,208810,B,3
370,5-209992-A-44.wav,5,44,engine,False,209992,A,7
371,5-209992-B-44.wav,5,44,engine,False,209992,B,7
372,5-210540-A-13.wav,5,13,crickets,False,210540,A,1
373,5-213077-A-11.wav,5,11,sea_waves,True,213077,A,3
374,5-215172-A-13.wav,5,13,crickets,False,215172,A,1
375,5-215179-A-13.wav,5,13,crickets,False,215179,A,1
376,5-216213-A-13.wav,5,13,crickets,False,216213,A,1
377,5-216214-A-13.wav,5,13,crickets,False,216214,A,1
378,5-216216-A-13.wav,5,13,crickets,False,216216,A,1
379,5-217186-A-16.wav,5,16,wind,False,217186,A,4
380,5-217186-B-16.wav,5,16,wind,False,217186,B,4
381,5-217186-C-16.wav,5,16,wind,False,217186,C,4
382,5-219044-A-46.wav,5,46,church_bells,False,219044,A,6
383,5-219379-A-11.wav,5,11,sea_waves,True,219379,A,3
384,5-219379-B-11.wav,5,11,sea_waves,True,219379,B,3
385,5-219379-C-11.wav,5,11,sea_waves,True,219379,C,3
386,5-232272-A-44.wav,5,44,engine,False,232272,A,7
387,5-235507-A-44.wav,5,44,engine,False,235507,A,7
388,5-240671-A-44.wav,5,44,engine,False,240671,A,7
389,5-242490-A-14.wav,5,14,chirping_birds,False,242490,A,0
390,5-242491-A-14.wav,5,14,chirping_birds,False,242491,A,0
391,5-243448-A-14.wav,5,14,chirping_birds,False,243448,A,0
392,5-243449-A-14.wav,5,14,chirping_birds,False,243449,A,0
393,5-243450-A-14.wav,5,14,chirping_birds,False,243450,A,0
394,5-243459-A-14.wav,5,14,chirping_birds,False,243459,A,0
395,5-243459-B-14.wav,5,14,chirping_birds,False,243459,B,0
396,5-243773-A-44.wav,5,44,engine,False,243773,A,7
397,5-243773-B-44.wav,5,44,engine,False,243773,B,7
398,5-243783-A-44.wav,5,44,engine,False,243783,A,7
399,5-257839-A-14.wav,5,14,chirping_birds,False,257839,A,0
